True Wavelength,Predicted Wavelength,Sensor,Absolute Error,Relative Error (%),Trial
250.0,262.49729327519617,P_IR1,12.49729327519617,4.998917310078468,0
250.0,271.3238116970356,P_IR1,21.32381169703558,8.529524678814232,1
250.0,278.4754386729411,P_IR1,28.475438672941095,11.390175469176437,2
250.0,262.49729327519617,P_IR1,12.49729327519617,4.998917310078468,3
250.0,262.49729327519617,P_IR1,12.49729327519617,4.998917310078468,4
250.0,262.49729327519617,P_IR1,12.49729327519617,4.998917310078468,5
250.0,273.15619926954383,P_IR1,23.156199269543833,9.262479707817533,6
250.0,262.49729327519617,P_IR1,12.49729327519617,4.998917310078468,7
250.0,300.57151902109166,P_IR1,50.57151902109166,20.228607608436665,8
250.0,262.49729327519617,P_IR1,12.49729327519617,4.998917310078468,9
250.0,274.2594513522534,P_IR1,24.259451352253393,9.703780540901358,10
250.0,291.8754814961466,P_IR1,41.87548149614662,16.75019259845865,11
250.0,262.49729327519617,P_IR1,12.49729327519617,4.998917310078468,12
250.0,271.69622629844844,P_IR1,21.696226298448437,8.678490519379375,13
250.0,268.6977304766282,P_IR1,18.69773047662818,7.479092190651272,14
250.0,175.41609054499136,P_IR1xP,74.58390945500864,29.833563782003452,0
250.0,261.4530192140104,P_IR1xP,11.453019214010396,4.581207685604158,1
250.0,157.2244208476274,P_IR1xP,92.77557915237259,37.11023166094903,2
250.0,262.49729327519617,P_IR1xP,12.49729327519617,4.998917310078468,3
250.0,262.49729327519617,P_IR1xP,12.49729327519617,4.998917310078468,4
250.0,176.68033123264405,P_IR1xP,73.31966876735595,29.32786750694238,5
250.0,215.93819405058,P_IR1xP,34.061805949420005,13.624722379768004,6
250.0,262.49729327519617,P_IR1xP,12.49729327519617,4.998917310078468,7
250.0,262.49729327519617,P_IR1xP,12.49729327519617,4.998917310078468,8
250.0,262.49729327519617,P_IR1xP,12.49729327519617,4.998917310078468,9
250.0,108.68666306143334,P_IR1xP,141.31333693856666,56.525334775426664,10
250.0,262.49729327519617,P_IR1xP,12.49729327519617,4.998917310078468,11
250.0,87.81477766240144,P_IR1xP,162.18522233759856,64.87408893503942,12
250.0,128.12397699862206,P_IR1xP,121.87602300137794,48.750409200551175,13
250.0,262.49729327519617,P_IR1xP,12.49729327519617,4.998917310078468,14
250.0,262.49729327519617,P_IR2,12.49729327519617,4.998917310078468,0
250.0,262.49729327519617,P_IR2,12.49729327519617,4.998917310078468,1
250.0,-16.5498646812405,P_IR2,266.5498646812405,106.61994587249619,2
250.0,-110.83885947754898,P_IR2,360.83885947754897,144.33554379101957,3
250.0,-227.53734127091684,P_IR2,477.53734127091684,191.01493650836673,4
250.0,152.6841516943311,P_IR2,97.31584830566891,38.92633932226756,5
250.0,-91.9543804598522,P_IR2,341.9543804598522,136.78175218394088,6
250.0,262.49729327519617,P_IR2,12.49729327519617,4.998917310078468,7
250.0,262.49729327519617,P_IR2,12.49729327519617,4.998917310078468,8
250.0,262.49729327519617,P_IR2,12.49729327519617,4.998917310078468,9
250.0,-278.9302422887785,P_IR2,528.9302422887786,211.57209691551145,10
250.0,262.49729327519617,P_IR2,12.49729327519617,4.998917310078468,11
250.0,247.61375224226754,P_IR2,2.3862477577324626,0.954499103092985,12
250.0,262.49729327519617,P_IR2,12.49729327519617,4.998917310078468,13
250.0,262.49729327519617,P_IR2,12.49729327519617,4.998917310078468,14
250.0,262.49729327519617,P_UV,12.49729327519617,4.998917310078468,0
250.0,404.69457210171737,P_UV,154.69457210171737,61.877828840686945,1
250.0,262.49729327519617,P_UV,12.49729327519617,4.998917310078468,2
250.0,262.49729327519617,P_UV,12.49729327519617,4.998917310078468,3
250.0,493.07870430963106,P_UV,243.07870430963106,97.23148172385243,4
250.0,269.0055930846754,P_UV,19.00559308467541,7.602237233870164,5
250.0,262.49729327519617,P_UV,12.49729327519617,4.998917310078468,6
250.0,295.55064380289167,P_UV,45.55064380289167,18.220257521156668,7
250.0,287.4806033530571,P_UV,37.48060335305712,14.992241341222847,8
250.0,262.49729327519617,P_UV,12.49729327519617,4.998917310078468,9
250.0,322.95847809000264,P_UV,72.95847809000264,29.183391236001054,10
250.0,262.49729327519617,P_UV,12.49729327519617,4.998917310078468,11
250.0,262.49729327519617,P_UV,12.49729327519617,4.998917310078468,12
250.0,262.49729327519617,P_UV,12.49729327519617,4.998917310078468,13
250.0,262.49729327519617,P_UV,12.49729327519617,4.998917310078468,14
250.0,232.3379990807769,C_UV,17.66200091922309,7.064800367689236,0
250.0,225.0639125333553,C_UV,24.936087466644693,9.974434986657878,1
250.0,262.49729327519617,C_UV,12.49729327519617,4.998917310078468,2
250.0,234.43819410419914,C_UV,15.561805895800859,6.224722358320343,3
250.0,233.37162347306216,C_UV,16.628376526937842,6.651350610775136,4
250.0,223.8096898538247,C_UV,26.190310146175307,10.476124058470122,5
250.0,233.1141001732548,C_UV,16.885899826745202,6.754359930698081,6
250.0,262.49729327519617,C_UV,12.49729327519617,4.998917310078468,7
250.0,262.49729327519617,C_UV,12.49729327519617,4.998917310078468,8
250.0,216.9305333166007,C_UV,33.0694666833993,13.22778667335972,9
250.0,227.64579619689326,C_UV,22.354203803106742,8.941681521242696,10
250.0,253.26326451853907,C_UV,3.2632645185390743,1.3053058074156296,11
250.0,262.49729327519617,C_UV,12.49729327519617,4.998917310078468,12
250.0,262.49729327519617,C_UV,12.49729327519617,4.998917310078468,13
250.0,233.76301632122562,C_UV,16.23698367877438,6.494793471509752,14
250.0,266.5385715520615,C_VISG,16.538571552061512,6.615428620824606,0
250.0,263.693779970306,C_VISG,13.693779970306025,5.4775119881224095,1
250.0,265.7903678618757,C_VISG,15.790367861875723,6.316147144750289,2
250.0,262.49729327519617,C_VISG,12.49729327519617,4.998917310078468,3
250.0,262.49729327519617,C_VISG,12.49729327519617,4.998917310078468,4
250.0,262.49729327519617,C_VISG,12.49729327519617,4.998917310078468,5
250.0,262.49729327519617,C_VISG,12.49729327519617,4.998917310078468,6
250.0,262.49729327519617,C_VISG,12.49729327519617,4.998917310078468,7
250.0,276.6250876341262,C_VISG,26.625087634126203,10.65003505365048,8
250.0,262.49729327519617,C_VISG,12.49729327519617,4.998917310078468,9
250.0,293.1467664524358,C_VISG,43.14676645243583,17.25870658097433,10
250.0,285.8944241731242,C_VISG,35.89442417312421,14.357769669249684,11
250.0,262.49729327519617,C_VISG,12.49729327519617,4.998917310078468,12
250.0,300.7312620373603,C_VISG,50.731262037360295,20.292504814944117,13
250.0,262.49729327519617,C_VISG,12.49729327519617,4.998917310078468,14
250.0,262.49729327519617,C_VISB,12.49729327519617,4.998917310078468,0
250.0,255.53171808330674,C_VISB,5.5317180833067425,2.212687233322697,1
250.0,255.15404347366876,C_VISB,5.154043473668764,2.061617389467506,2
250.0,257.1655607341724,C_VISB,7.165560734172402,2.866224293668961,3
250.0,262.269596207672,C_VISB,12.26959620767201,4.9078384830688035,4
250.0,262.49729327519617,C_VISB,12.49729327519617,4.998917310078468,5
250.0,262.49729327519617,C_VISB,12.49729327519617,4.998917310078468,6
250.0,255.6408367194469,C_VISB,5.640836719446895,2.2563346877787582,7
250.0,255.57965756265742,C_VISB,5.579657562657417,2.2318630250629665,8
250.0,258.72490296479083,C_VISB,8.724902964790829,3.4899611859163313,9
250.0,256.3665629680665,C_VISB,6.366562968066489,2.5466251872265957,10
250.0,262.49729327519617,C_VISB,12.49729327519617,4.998917310078468,11
250.0,262.49729327519617,C_VISB,12.49729327519617,4.998917310078468,12
250.0,262.49729327519617,C_VISB,12.49729327519617,4.998917310078468,13
250.0,260.9226350559415,C_VISB,10.922635055941498,4.3690540223765995,14
250.0,292.21584886821506,C_VISR,42.21584886821506,16.886339547286024,0
250.0,262.49729327519617,C_VISR,12.49729327519617,4.998917310078468,1
250.0,262.49729327519617,C_VISR,12.49729327519617,4.998917310078468,2
250.0,307.7102969138514,C_VISR,57.71029691385138,23.084118765540552,3
250.0,319.8226754845509,C_VISR,69.82267548455093,27.929070193820372,4
250.0,318.88405691262824,C_VISR,68.88405691262824,27.553622765051294,5
250.0,297.23172142891764,C_VISR,47.23172142891764,18.892688571567053,6
250.0,272.0532397414941,C_VISR,22.05323974149411,8.821295896597645,7
250.0,262.49729327519617,C_VISR,12.49729327519617,4.998917310078468,8
250.0,262.49729327519617,C_VISR,12.49729327519617,4.998917310078468,9
250.0,293.67267018808775,C_VISR,43.67267018808775,17.4690680752351,10
250.0,297.9512676026113,C_VISR,47.951267602611324,19.180507041044528,11
250.0,266.28726063194523,C_VISR,16.28726063194523,6.514904252778092,12
250.0,277.15419655240265,C_VISR,27.154196552402652,10.861678620961062,13
250.0,262.49729327519617,C_VISR,12.49729327519617,4.998917310078468,14
500.0,479.618849443561,P_IR1,20.381150556439025,4.0762301112878045,0
500.0,533.4850792857528,P_IR1,33.48507928575282,6.697015857150563,1
500.0,479.618849443561,P_IR1,20.381150556439025,4.0762301112878045,2
500.0,566.1170705466599,P_IR1,66.11707054665987,13.223414109331975,3
500.0,515.2060454667918,P_IR1,15.206045466791807,3.0412090933583613,4
500.0,479.618849443561,P_IR1,20.381150556439025,4.0762301112878045,5
500.0,479.618849443561,P_IR1,20.381150556439025,4.0762301112878045,6
500.0,479.618849443561,P_IR1,20.381150556439025,4.0762301112878045,7
500.0,514.7234512267211,P_IR1,14.723451226721068,2.9446902453442134,8
500.0,479.618849443561,P_IR1,20.381150556439025,4.0762301112878045,9
500.0,511.2797651183112,P_IR1,11.279765118311218,2.2559530236622436,10
500.0,479.618849443561,P_IR1,20.381150556439025,4.0762301112878045,11
500.0,569.013980523446,P_IR1,69.01398052344598,13.802796104689197,12
500.0,479.618849443561,P_IR1,20.381150556439025,4.0762301112878045,13
500.0,483.40021660923526,P_IR1,16.599783390764742,3.319956678152949,14
500.0,463.45218630364263,P_IR1xP,36.547813696357366,7.309562739271473,0
500.0,410.1235034267584,P_IR1xP,89.87649657324158,17.975299314648314,1
500.0,524.6083363896502,P_IR1xP,24.608336389650162,4.921667277930032,2
500.0,524.6083363896502,P_IR1xP,24.608336389650162,4.921667277930032,3
500.0,511.51744171064615,P_IR1xP,11.517441710646153,2.3034883421292305,4
500.0,485.81566790518053,P_IR1xP,14.184332094819467,2.8368664189638935,5
500.0,455.21823044161977,P_IR1xP,44.78176955838023,8.956353911676047,6
500.0,524.6083363896502,P_IR1xP,24.608336389650162,4.921667277930032,7
500.0,475.505027497403,P_IR1xP,24.494972502597022,4.898994500519405,8
500.0,524.6083363896502,P_IR1xP,24.608336389650162,4.921667277930032,9
500.0,443.80623639250155,P_IR1xP,56.193763607498454,11.238752721499692,10
500.0,424.12169754104843,P_IR1xP,75.87830245895157,15.175660491790314,11
500.0,524.6083363896502,P_IR1xP,24.608336389650162,4.921667277930032,12
500.0,524.6083363896502,P_IR1xP,24.608336389650162,4.921667277930032,13
500.0,524.6083363896502,P_IR1xP,24.608336389650162,4.921667277930032,14
500.0,387.2934287650752,P_IR2,112.70657123492481,22.54131424698496,0
500.0,609.1403138071965,P_IR2,109.14031380719655,21.82806276143931,1
500.0,400.71470885828927,P_IR2,99.28529114171073,19.857058228342144,2
500.0,401.7143800161688,P_IR2,98.28561998383122,19.657123996766245,3
500.0,609.1403138071965,P_IR2,109.14031380719655,21.82806276143931,4
500.0,417.893330023257,P_IR2,82.10666997674298,16.421333995348594,5
500.0,609.1403138071965,P_IR2,109.14031380719655,21.82806276143931,6
500.0,409.6044881358006,P_IR2,90.39551186419942,18.079102372839884,7
500.0,488.2711986510255,P_IR2,11.728801348974514,2.345760269794903,8
500.0,436.42393689487676,P_IR2,63.57606310512324,12.71521262102465,9
500.0,609.1403138071965,P_IR2,109.14031380719655,21.82806276143931,10
500.0,609.1403138071965,P_IR2,109.14031380719655,21.82806276143931,11
500.0,403.581767782731,P_IR2,96.41823221726901,19.2836464434538,12
500.0,509.45568955453786,P_IR2,9.455689554537855,1.891137910907571,13
500.0,414.7267942593205,P_IR2,85.27320574067949,17.054641148135897,14
500.0,509.15897167606914,P_UV,9.158971676069143,1.8317943352138286,0
500.0,467.4603022554159,P_UV,32.53969774458409,6.507939548916817,1
500.0,466.76726879795655,P_UV,33.23273120204345,6.646546240408691,2
500.0,540.1144618968367,P_UV,40.1144618968367,8.02289237936734,3
500.0,607.7358505743013,P_UV,107.73585057430125,21.54717011486025,4
500.0,428.66193945149473,P_UV,71.33806054850527,14.267612109701053,5
500.0,495.2824321181376,P_UV,4.717567881862408,0.9435135763724815,6
500.0,414.2373332862885,P_UV,85.7626667137115,17.1525333427423,7
500.0,630.7013370759724,P_UV,130.70133707597245,26.14026741519449,8
500.0,422.6012473211956,P_UV,77.39875267880439,15.479750535760878,9
500.0,523.2112263618271,P_UV,23.21122636182713,4.642245272365426,10
500.0,539.0083799133707,P_UV,39.00837991337073,7.801675982674146,11
500.0,448.02610739360557,P_UV,51.97389260639443,10.394778521278885,12
500.0,519.8277700553596,P_UV,19.827770055359565,3.965554011071913,13
500.0,503.65717760925776,P_UV,3.657177609257758,0.7314355218515516,14
500.0,509.5174028905559,C_UV,9.5174028905559,1.9034805781111799,0
500.0,226.820739925152,C_UV,273.179260074848,54.6358520149696,1
500.0,509.5174028905559,C_UV,9.5174028905559,1.9034805781111799,2
500.0,509.5174028905559,C_UV,9.5174028905559,1.9034805781111799,3
500.0,509.5174028905559,C_UV,9.5174028905559,1.9034805781111799,4
500.0,259.5322353448104,C_UV,240.46776465518963,48.09355293103793,5
500.0,352.9158285611698,C_UV,147.0841714388302,29.41683428776604,6
500.0,509.5174028905559,C_UV,9.5174028905559,1.9034805781111799,7
500.0,509.5174028905559,C_UV,9.5174028905559,1.9034805781111799,8
500.0,229.14338644022772,C_UV,270.8566135597723,54.17132271195446,9
500.0,428.5586024343558,C_UV,71.4413975656442,14.288279513128838,10
500.0,230.1225349075179,C_UV,269.8774650924821,53.97549301849642,11
500.0,509.5174028905559,C_UV,9.5174028905559,1.9034805781111799,12
500.0,349.4392030340353,C_UV,150.5607969659647,30.11215939319294,13
500.0,509.5174028905559,C_UV,9.5174028905559,1.9034805781111799,14
500.0,501.3310241243567,C_VISG,1.331024124356702,0.26620482487134045,0
500.0,481.6039693540925,C_VISG,18.3960306459075,3.6792061291815004,1
500.0,484.853463909214,C_VISG,15.146536090786014,3.0293072181572027,2
500.0,494.57298744043567,C_VISG,5.427012559564332,1.0854025119128665,3
500.0,498.80301505315094,C_VISG,1.1969849468490565,0.2393969893698113,4
500.0,486.4543181079017,C_VISG,13.545681892098287,2.7091363784196574,5
500.0,500.97315530602395,C_VISG,0.9731553060239548,0.19463106120479096,6
500.0,490.8621377289802,C_VISG,9.137862271019799,1.8275724542039598,7
500.0,497.12266359120895,C_VISG,2.8773364087910522,0.5754672817582104,8
500.0,498.40622965365014,C_VISG,1.5937703463498565,0.3187540692699713,9
500.0,498.3345091673705,C_VISG,1.665490832629473,0.33309816652589463,10
500.0,493.7112258255192,C_VISG,6.288774174480807,1.2577548348961614,11
500.0,495.0856547440281,C_VISG,4.914345255971909,0.9828690511943818,12
500.0,496.2426396969439,C_VISG,3.757360303056089,0.7514720606112177,13
500.0,483.0336488028511,C_VISG,16.966351197148924,3.3932702394297847,14
500.0,498.36751913245473,C_VISB,1.6324808675452687,0.32649617350905374,0
500.0,499.25899960488834,C_VISB,0.741000395111655,0.148200079022331,1
500.0,498.36751913245473,C_VISB,1.6324808675452687,0.32649617350905374,2
500.0,500.66615036649443,C_VISB,0.6661503664944348,0.13323007329888698,3
500.0,503.2642844892074,C_VISB,3.264284489207398,0.6528568978414796,4
500.0,498.36751913245473,C_VISB,1.6324808675452687,0.32649617350905374,5
500.0,498.36751913245473,C_VISB,1.6324808675452687,0.32649617350905374,6
500.0,498.36751913245473,C_VISB,1.6324808675452687,0.32649617350905374,7
500.0,506.2113956031986,C_VISB,6.211395603198582,1.2422791206397163,8
500.0,518.1475980942772,C_VISB,18.147598094277214,3.629519618855443,9
500.0,498.36751913245473,C_VISB,1.6324808675452687,0.32649617350905374,10
500.0,498.36751913245473,C_VISB,1.6324808675452687,0.32649617350905374,11
500.0,498.36751913245473,C_VISB,1.6324808675452687,0.32649617350905374,12
500.0,498.36751913245473,C_VISB,1.6324808675452687,0.32649617350905374,13
500.0,498.36751913245473,C_VISB,1.6324808675452687,0.32649617350905374,14
500.0,503.32856225016764,C_VISR,3.3285622501676357,0.6657124500335272,0
500.0,496.0035507386402,C_VISR,3.996449261359828,0.7992898522719656,1
500.0,493.6537131908911,C_VISR,6.3462868091089035,1.2692573618217806,2
500.0,492.60750095605715,C_VISR,7.392499043942848,1.4784998087885697,3
500.0,465.5380750661773,C_VISR,34.46192493382267,6.892384986764534,4
500.0,500.26901515104436,C_VISR,0.269015151044357,0.05380303020887141,5
500.0,489.68496734266046,C_VISR,10.315032657339543,2.063006531467909,6
500.0,508.9485032350704,C_VISR,8.948503235070405,1.7897006470140808,7
500.0,491.13093996685296,C_VISR,8.869060033147036,1.7738120066294074,8
500.0,487.28713966861943,C_VISR,12.712860331380568,2.5425720662761138,9
500.0,512.8599412414181,C_VISR,12.859941241418142,2.5719882482836285,10
500.0,510.1625877773067,C_VISR,10.162587777306726,2.0325175554613453,11
500.0,504.2895458258652,C_VISR,4.289545825865218,0.8579091651730437,12
500.0,488.7911306304399,C_VISR,11.208869369560091,2.241773873912018,13
500.0,489.6357705336987,C_VISR,10.36422946630131,2.0728458932602623,14
750.0,750.5044017329611,P_IR1,0.5044017329611279,0.06725356439481706,0
750.0,741.0099515501113,P_IR1,8.990048449888718,1.1986731266518291,1
750.0,739.1256476847918,P_IR1,10.87435231520817,1.449913642027756,2
750.0,721.4887532786922,P_IR1,28.51124672130777,3.801499562841036,3
750.0,744.8570886189914,P_IR1,5.1429113810086164,0.6857215174678155,4
750.0,752.1017097257269,P_IR1,2.1017097257268915,0.2802279634302522,5
750.0,748.2575551143049,P_IR1,1.7424448856951358,0.23232598475935143,6
750.0,727.7527732062541,P_IR1,22.24722679374588,2.966296905832784,7
750.0,743.7936342552289,P_IR1,6.206365744771119,0.8275154326361494,8
750.0,709.465291192421,P_IR1,40.53470880757902,5.404627841010536,9
750.0,738.382418514256,P_IR1,11.61758148574404,1.549010864765872,10
750.0,734.8106526380984,P_IR1,15.189347361901582,2.025246314920211,11
750.0,725.2289310945072,P_IR1,24.771068905492825,3.3028091873990433,12
750.0,746.4711281007819,P_IR1,3.5288718992180748,0.4705162532290767,13
750.0,717.3427633925955,P_IR1,32.65723660740446,4.354298214320594,14
750.0,735.2855885954989,P_IR1xP,14.714411404501107,1.9619215206001475,0
750.0,737.2668167716283,P_IR1xP,12.733183228371672,1.6977577637828896,1
750.0,737.2899328476265,P_IR1xP,12.71006715237354,1.6946756203164721,2
750.0,733.2962102961452,P_IR1xP,16.703789703854795,2.227171960513973,3
750.0,736.0094365893268,P_IR1xP,13.99056341067319,1.8654084547564251,4
750.0,736.7264735607492,P_IR1xP,13.273526439250759,1.7698035252334345,5
750.0,735.7644310185425,P_IR1xP,14.235568981457504,1.8980758641943338,6
750.0,739.9576659435277,P_IR1xP,10.042334056472328,1.3389778741963103,7
750.0,739.9424705448239,P_IR1xP,10.057529455176109,1.3410039273568146,8
750.0,731.1871120602688,P_IR1xP,18.81288793973124,2.508385058630832,9
750.0,739.372026641972,P_IR1xP,10.627973358028044,1.417063114403739,10
750.0,735.6917605719112,P_IR1xP,14.308239428088768,1.9077652570785024,11
750.0,733.6594666238609,P_IR1xP,16.340533376139092,2.178737783485212,12
750.0,736.4949139342583,P_IR1xP,13.505086065741693,1.8006781420988924,13
750.0,736.287836700228,P_IR1xP,13.712163299771987,1.8282884399695984,14
750.0,754.1139437474407,P_IR2,4.113943747440658,0.5485258329920877,0
750.0,717.675096921518,P_IR2,32.32490307848195,4.309987077130927,1
750.0,693.8312204809085,P_IR2,56.16877951909146,7.489170602545528,2
750.0,739.5807486953457,P_IR2,10.419251304654267,1.3892335072872357,3
750.0,754.6357022007895,P_IR2,4.635702200789524,0.6180936267719366,4
750.0,753.5606407243465,P_IR2,3.560640724346513,0.47475209657953504,5
750.0,749.6690138500978,P_IR2,0.33098614990217357,0.044131486653623146,6
750.0,748.0834653759649,P_IR2,1.91653462403508,0.255537949871344,7
750.0,723.2421139579887,P_IR2,26.75788604201125,3.5677181389348336,8
750.0,715.1326350391876,P_IR2,34.86736496081244,4.648981994774991,9
750.0,744.5936577287334,P_IR2,5.406342271266567,0.7208456361688755,10
750.0,747.4115984398766,P_IR2,2.5884015601234296,0.34512020801645726,11
750.0,728.0374185671857,P_IR2,21.962581432814318,2.928344191041909,12
750.0,712.2971007842818,P_IR2,37.70289921571816,5.027053228762422,13
750.0,748.8970959463816,P_IR2,1.1029040536184311,0.14705387381579083,14
750.0,740.0626438199545,P_UV,9.937356180045526,1.3249808240060703,0
750.0,722.8524239625382,P_UV,27.147576037461818,3.619676804994909,1
750.0,716.7145264873812,P_UV,33.28547351261875,4.438063135015834,2
750.0,693.3258921891495,P_UV,56.6741078108505,7.556547708113399,3
750.0,712.6403000034512,P_UV,37.359699996548784,4.981293332873172,4
750.0,740.0626438199545,P_UV,9.937356180045526,1.3249808240060703,5
750.0,738.2301548932891,P_UV,11.769845106710932,1.569312680894791,6
750.0,729.7750454908359,P_UV,20.22495450916415,2.6966606012218866,7
750.0,733.9962242569295,P_UV,16.00377574307049,2.133836765742732,8
750.0,705.8421625615578,P_UV,44.15783743844224,5.887711658458965,9
750.0,732.983457912956,P_UV,17.016542087043945,2.268872278272526,10
750.0,740.0626438199545,P_UV,9.937356180045526,1.3249808240060703,11
750.0,740.0626438199545,P_UV,9.937356180045526,1.3249808240060703,12
750.0,740.0626438199545,P_UV,9.937356180045526,1.3249808240060703,13
750.0,740.0626438199545,P_UV,9.937356180045526,1.3249808240060703,14
750.0,740.0626438199545,C_UV,9.937356180045526,1.3249808240060703,0
750.0,575.466324937755,C_UV,174.53367506224504,23.271156674966004,1
